ID,Name,CAS #,CAS,SMILES ,InChiKeys,VDss (L/kg),Reference,Comments
554,Sematilide,101526-83-4,101526-83-4,S(=O)(=O)(Nc1ccc(C(=O)NCCN(CC)CC)cc1)C,KHYPYQZQJSBPIX-UHFFFAOYSA-N,0.82,"Shi J, Ripley E, Gehr TWB, Sica DA, Dandekar KA, and Hinderling PH (1996) Pharmacokinetics of sematilide in renal failure.  J. Clin. Pharmacol. 36: 131-143.  Hinderling PH, Dilea C, Koziol T, and Millington G (1993) Comparative kinetics of sematilide in four species.  Drug Metab. Dispos. 21: 662-669.",
555,Sildenafil,139755-83-2,139755-83-2,c1(ccc(cc1c1nc2c(c(=O)[nH]1)n(nc2CCC)C)S(=O)(=O)N1CCN(CC1)C)OCC,BNRNXUUZRGQAQC-UHFFFAOYSA-N,1.4,"Nichols DJ, Muirhead GJ, and Harness JA (2002) Pharmacokinetics of sildenafil citrate after single oral doses in healthy male subjects: Absolute bioavailability, food effects and dose proportionality.  Br. J. Clin. Pharmacol. 53(Suppl. 1):  5S-12S.  Walker DK, Ackland MJ, James GC, Muirhead GJ, Rance DJ, Wastall P, and Wright PA (1999) Pharmacokinetics and metabolism of sildenafil in mouse, rat, rabbit, dog and man.  Xenobiotica  29: 297-310.",
556,Sisomicin,32385-11-8,32385-11-8,S(=O)(=O)(O)O.O([C@@H]1[C@@H](O)[C@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@@H](N)C[C@H]1N)[C@H]1OC[C@](O)([C@H](NC)C1O)C,JVTNJDPXUPRGIE-KZSKFNJOSA-N,0.19,"Chung M, Schrogie JJ, and Symchowicz S (1981) Pharmacokinetic study of sisomicin in humans.  J. Pharmacokinet. Biopharm. 9: 535-551.  Lode H, Kemmerich B, and Koeppe P(1975)  Comparative clinical pharmacology of gentamicin, sisomicin, and tobramycin.  Antimic. Agents Chemother. 8: 396-401.  Pechere JC, Pechere MM, and Dugal R (1976) Clinical pharmacokinetics of sisomycin: two-compartment model analysis of serum data after I.V. and I.M. administration.  Eur. J. Clin. Pharmacol. 10: 251-256.  Ramirez-Ronda CH, Holmes RK, and Sanford JP (1975)  Effects of divalent cations on binding of aminoglycoside antibiotics to human serum proteins and to bacteria.  Antimic. Agents Chemother  7: 239-45. ",
557,Sitafloxacin,127254-12-0,127254-12-0,n1(c2c(c(=O)c(c1)C(=O)O)cc(c(N1CC3(CC3)[C@H](C1)N)c2Cl)F)C1C[C@H]1F,PNUZDKCDAWUEGK-VBUNGHGYSA-N,1.5,"O'Grady J, Briggs A, Atarashi S, Kobayashi H, Smith RL, Ward J, Ward C, and Milatovic D (2001) Pharmacokinetics and absolute bioavailability of sitafloxacin, a new fluoroquinolone antibiotic, in healthy male and female Caucsian subjects.  Xenobiotica 31: 811-822.  Nakashima M, Uematsu T, Kosuge K, Umemura K, Hakusui H, and Tanaka M (1995) Pharmacokinetics and tolerance of DU-6859a, a new fluoroquinolone, after single and multiple oral doses in healthy volunteers.  Antimic. Agents Chemother. 39: 170-174.",VDss calculated from CL and MRT reported in the reference.
558,Sitagliptin,486460-32-6,486460-32-6,OOP(=O)=O.Fc1c(F)cc(C[C@H](N)CC(=O)N2C([2H])([2H])C([2H])([2H])n3c(nnc3C(F)(F)F)C2)c(F)c1,MSUBASJQSBTRGJ-GLWFNPQESA-N,2.8,Januvia Product Label,"Intravenous clearance was calculated from oral dose, oral exposure, and absolute bioavailability reported in the product label for a 100 mg dose."
559,Solifenacin,242478-37-1,242478-37-1,O(C(=O)N1[C@H](c2c(CC1)cccc2)c1ccccc1)[C@@H]1C2CCN(C1)CC2,FBOUYBDGKBSUES-VXKWHMMOSA-N,8.2,"Kuipers ME, Krauwinkel WJJ, Mulder H, and Visser N (2004) Solifenacin demonstrates high absolute bioavailability in healthy men.  Drugs R D 5: 73-81.  Krauwinkel WJJ, Smulders RA, Mulder H, Swart PJ, and Taekema-Roelvink MEJ (2005) Effect of age on the pharmacokinetics of solifenacin in men and women.  Int. J. Clin. Pharmacol. Ther. 43: 227-238.",
560,Sotalol,3930-20-9,3930-20-9,S(=O)(=O)(Nc1ccc(C(O)CNC(C)C)cc1)C,ZBMZVLHSJCTVON-UHFFFAOYSA-N,1.3,"Poirier JM, Jaillon P, Lecocq B, Lecocq V, Ferry A, and Cheymol G (1990) The pharmacokinetics of d-sotalol and d,l-sotalol in healthy volunteers.  Eur. J. Clin. Pharmacol. 38: 579-582.  Salazar DE, Much DR, Nichola PS, Seibold JR, Shindler D, and Slugg PH (1997) A pharmacokinetic-pharmacodynamic model of d-sotalol Q-Tc prolongation during intravenous administration to healthy subjects. J. Clin. Pharmacol. 37: 799-809.   Schnelle K, Klein G, and Schinz A (1979) Studies on the pharmacokinetics and pharmacodynamics of the beta-adrenergic blocking agent sotalol in normal man. J. Clin. Pharmacol. 19: 516-522.  Fiset C, Philippon F, Gilbert M, and Turgeon J (1993) Stereoselective disposition of (+/-)-sotalol at steady-state conditions.  Br. J. Clin. Pharmacol. 36: 75-77.",
561,Sparfloxacin,110871-86-8,110871-86-8,c1(c(c(c2c(c1F)n(cc(c2=O)C(=O)O)C1CC1)N)F)N1CC(C)N[C@H](C1)C,DZZWHBIBMUVIIW-IENPIDJESA-N,3.9,Zagam Product Label.,
562,Spectinomycin,1695-77-8,1695-77-8,[Cl-].O1C2C([NH2+]C)C(O)C(NC)C(O)C2OC2OC(CC(=O)C12O)C,BIPVCOUVVAMJMZ-UHFFFAOYSA-N,0.13,"Wagner, JG, Novak, E, Leslie, LG, Metzler, CM (1968) Absorption, distribution and elimination of spectinomycin dihydrochloride in man.  Int. Zeit. Klin. Pharmakol. Ther. Toxikol. 1: 261-285. ",VDss calculated from C vs t data obtained by digitization of plots in the reference.
563,Squalamine,148717-90-2,148717-90-2,S(=O)(=O)(OC(CC[C@H]([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](C[C@H]3O)C[C@@H](NCCCNCCCCN)CC4)C)CC2)CC1)C)C)C(C)C)O,UIRKNQLZZXALBI-OVOJGICBSA-N,0.23,"Hao D, Hammond LA, Eckhardt SG, Patnaik A, Takimoto CH, Schwartz GH, Goetz AD, Tolcher AW, McCreery HA, Mamun K, Williams JI, Holroyd KJ, and Rowinsky EK (2003) A phase I and pharmacokinetic study of squalamine, an aminosterol angiogenesis inhibitor.  Clin. Canc. Res. 9: 2465-2471.",VDss calculated from C vs t data obtained by digitization of the representative plot provided in the report.
564,Stavudine,3056-17-5,3056-17-5,N1(C(=O)NC(=O)C(C1)C)[C@@H]1O[C@@H](C=C1)CO,ONAKHYDTKMSIOT-ZHFSPANRSA-N,0.67,"Dudley MN, Graham KK, Kaul S, Geletko S, Dunkle L, Browne M, and Mayer K (1992) Pharmacokinetics of stavudine in patients with AIDS or AIDS-related complex.  J. Infec. Dis. 166: 480-485.  Horton CM, Dudley MN, Kaul S, Mayer KH, Squires K, Dunkle L, and Anderson R (1995) Population pharmacokinetics of stavudine (d4T) in patients with AIDS or advanced AIDS-related complex.  Antimic. Agents Chemother. 39: 2309-2315.  Zerit XR Product Label.",
565,Streptomycin,57-92-1,57-92-1,S(=O)(=O)(O)O.O([C@@H]1[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]1O)[C@@H]1O[C@H]([C@@](O)(C1O[C@@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1NC)CO)C=O)C,CFCMMYICHMLDCC-RVPLDQIASA-N,0.34,"Zhu M, Burman WJ, Jaresko GS, Berning SE, Jeliffe RW, and Peloquin CA (2001) Population pharmacokinetics of intravenous and intramuscular streptomycin in patients with tuberculosis.  Pharmacother. 21: 1037-1045.  Gordon RC, Regamey C, and Kirby WMM (1972) Serum protein binding of the aminoglycoside antibiotics.  Antimic. Agents Chemother. 2: 214-216.",
566,Sufentanil,56030-54-7,56030-54-7,s1c(CCN2CCC(N(c3ccccc3)C(=O)CC)(CC2)COC)ccc1,GGCSSNBKKAUURC-UHFFFAOYSA-N,9.4,"Hudson RJ, Bergstrom RG, Thomson IR, Sabourin MA, Rosenbloom M, and Strunin L (1989) Pharmacokinetics of sufentanil in patients undergoing abdominal aortic surgery.  Anesthesiol. 70: 426-431.  Scholz J, Bause H, Schulz M, Klotz U, Krishna DR, Pohl S, Schulte am Esch J (1994) Pharmacokinetics and effects on intracranial pressure of sulfentanil in head trauma patients.  Br. J. Clin. Pharmacol. 38: 369-372.  Meuldermans WEG, Hurkmans RMA, and Heykants JJP (1982) Plasma protein binding and distribution of fentanyl, sufentanil, alfentanil and lofentanil in blood.  Arch. Int. Pharmacodyn. Ther. 257: 4-19.",
567,Sulbactam,68373-14-8,68373-14-8,P(OC)(OC)O.NCCCCCCCCC(C)(C)C,PYBLPERTFMJSMD-UHFFFAOYSA-N,0.32,"Foulds G, Stankewich JP, Marshall DC, O'Brien MM, Hayes SL, Weidler DJ, and McMahon FG (1983) Pharmacokinetics of sulbactam in human.  Antimic. Agents Chemother. 23: 692-699.  Rho JP, Castle S, Smith K, Bawdon RE, and Norman DC (1992) Effect of impaired renal function on the pharmacokinetics of coadministered cefoperazone and sulbactam.  J. Antimic. Chemother. 29: 701-709.  Foulds G, Miller RD, Knirsch AK, and Thrupp LD (1985) Sulbactam kinetics and excretion into breast milk in postpartum women.  Clin. Pharmacol. Ther. 38: 692-696.  Blum RA, Kohli RK, Harrison NJ, and Schentag JJ (1989) Pharmacokinetics of ampicillin (2.0 grams) and sulbactam (1.0 gram) coadministered to subjects with normal and abnormal renal function and with end-stage renal disease on hemodialysis.  Antimic. Agents Chemother.  (1989),  33: 1470-1476.  de la Pena A and Derendorf H (1999) Pharmacokinetic properties of beta-lactamase inhibitors.  Int. J. Clin. Pharmacol. Ther. 37: 63-75.",
568,Sulbenicillin,41744-40-5,41744-40-5,N12[C@@H]([C@@H](C1=O)NC(=O)[C@H](S(=O)(=O)O)c1ccccc1)SC([C@@H]2C(=O)O)(C)C,JETQIUPBHQNHNZ-NJBDSQKTSA-N,0.15,"Hansen I, Jacobsen E, and Wels J (1975) Pharmacokinetics of sulbenicillin, a new broad-spectrum semisynthetic penicillin.  Clin. Pharmacol. Ther.  17: 339-347.  Bergan T (1984) Pharmacokinetics of beta-lactam antibiotics.  Scand. J. Infect. Dis. 42(Suppl): 83-98.",CL and VDss calculated from digitized plot.  Serum concentrations were detemined using bioassay.
569,Sulfadiazine,68-35-9,68-35-9,c1([S+](=O)(Nc2ncccn2)[O-])ccc(cc1)N,JNSIGQZDHNFJIB-UHFFFAOYSA-N,0.29,"Mannisto PT, Mantyla R, Mattila J, Nykanen S, and Lamminsivu (1982) Coparison of pharmacokinetics of sulphadiazine and sulphamethoxazole after intravenous administration.  J. Antimic. Chemother. 9: 461-470.  Wijkstroem A and Westerlund D (1983) Plasma protein binding of sulfadiazine, sulfamethoxazole and trimethoprim determined by ultrafiltration. J. Pharm. Biomed. Anal. 1: 293-299.",VDss deteremined from Cvs t data obtained by digitization of plots in the reference.  
570,Sulfamethoxazole,723-46-6,723-46-6,Nc1ccc(cc1)S(=O)(=O)NC(=O)c1noc(c1)C,VDGAVQMXNATRGM-UHFFFAOYSA-N,0.30,"Dudley MN, Levitz RE, Quintiliani R, Hickingbotham JM, and Nightingale CH (1984) Pharmacokinetics of trimethoprim and sulfamethoxazole in serum and cerebrospinal fluid of adult patients with normal meninges.  Antimic. Agents Chemother. 26: 811-814.  Wijkstroem A and Westerlund D (1983) Plasma protein binding of sulfadiazine, sulfamethoxazole and trimethoprim determined by ultrafiltration. J. Pharm. Biomed. Anal. 1: 293-299.",
571,Sulfinpyrazone,57-96-5,57-96-5,O=C1N(c2ccccc2)N(C(=O)C1CCS(=O)c1ccccc1)c1ccccc1,MBGGBVCUIVRRBF-UHFFFAOYSA-N,0.12,"Lecaillion JB, Souppart C, Schoeller JP, Humbert G, and Massias P (1979) Sulfinpyrazone kinetics after intravenous and oral administration.  Clin. Pharmacol. Ther. 26: 611-617.  Schlicht F, Staiger C, de Vries J, Gundert-Remy U, Hildebrandt R, Harenberg J, Wang NS, and Weber E (1985) Pharmacokinetics of sulphinpyrazone and its major metabolites after a single dose and during chronic treatment.  Eur. J. Clin. Pharmacol. 28: 97-103.",VDss calculated from rate microconstants reported in the reference.
572,Sulfisoxazole,127-69-5,127-69-5,o1c(=S=O)[nH]cc1,ZKICZLXIRMBZFX-UHFFFAOYSA-N,0.17,"Kaplan SA, Weinfeld RE, Abruzzo CW, and Lewis M (1972) Pharmacokinetic profile of sulfisoxazole following intravenous, intramuscular, and oral administration to man.  J. Pharm. Sci. 61; 773-778.  Oie S, Gambertoglio JG, and Fleckenstein L (1982) Comparison of the disposition of total and unbound sulfisoxazole after single and multiple dosing.  J. Pharmacokinet. Biopharm. 10: 157-72.  Du Souich P, Calvo R, and Erill S (1990) Effects of cefotaxime on the serum protein binding of sulfisoxazole.  Biopharm. Drug Dispos. 11: 371-379.","Pharmacokinetic parameters were calculated from C vs t data provided in the reference by Kaplan, et al.."
573,Sumatriptan,103628-46-2,103628-46-2,CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,KQKPFRSPSRPDEB-UHFFFAOYSA-N,1.7,"Cosson VF, Fuseau E, Efthymiopoulos C, and Bye A (1997) Mixed effect modeling of sumatriptan pharmacokinetics during drug development.  I Interspecies allometric scaling.  J. Pharmacokinet. Biopharm. 25: 149-167.  Scott AK (1994) Sumatriptan clinical pharmacokinetics. Clin. Pharmacokinet. 27: 337-344.",
574,Suprofen,40828-46-4,40828-46-4,s1c(C(=O)c2ccc(C(C(=O)O)C)cc2)ccc1,MDKGKXOCJGEUJW-UHFFFAOYSA-N,0.040,"Zulliger HW and Fassolt A (1985) Pharmacokinetics and bioavailability of suprofen injection solution after intravenous application versus capsules on six healthy male volunteers. Arzneim.Forsch. 35: 976-980.  Chaikin P, Chasin M, Kennedy B, and Silverman BK (1983) Suprofen concentrations in human breast milk.  J. Clin. Pharmacol. 23: 385-390.  ",All parameters were calculated from C vs t data provided in the reference.
575,Suramin,145-63-1,145-63-1,S(=O)(=O)(O)c1c2c(c(S(=O)(=O)O)ccc2NC(=O)c2cc(NC(=O)c3cc(NC(=O)Nc4cc(C(=O)Nc5cc(C(=O)Nc6c7c(c(S(=O)(=O)O)cc6)cc(S(=O)(=O)O)cc7S(=O)(=O)O)ccc5C)ccc4)ccc3)c(cc2)C)cc(S(=O)(=O)O)c1,FIAFUQMPZJWCLV-UHFFFAOYSA-N,0.54,"Collins, JM, Klecker, RW, Yarchoan, R, Lane, HC, Fauci, AS, Redfield, RR, Broder, S, Myers, CE (1986) Clinical pharmacokinetics of suramin in patients with HTLV-III/LAV infection. J Clin Pharmacol. 26: 22-26.",
576,Tacrine,321-64-2,321-64-2,Nc1c2CCCCc2nc2c1cccc2,YLJREFDVOIBQDA-UHFFFAOYSA-N,11,"Lou G, Montgomery PR, and Sitar DS (1996) Bioavailability and pharmacokinetic disposition of tacrine in elderly patients with Alzheimer's disease.  J. Psych. Neurosci.  21: 334-339.  Makela PM, Truman CA, Ford JM, and Roberts CJC (1994) Characteristics of plasma protein binding of tacrine hydrochloride: a new drug for Alzheimer's disease. Eur. J. Clin. Pharmacol. 47:  151-155.",
577,Tacrolimus,104987-11-3,104987-11-3,O1[C@@]2(O)C(=O)C(=O)N3[C@H](C(=O)O[C@@H]([C@@H]([C@@H](O)CC(=O)[C@@H](/C=C(/C[C@@H](C[C@H](OC)[C@@H]1[C@@H](OC)C[C@H]2C)C)\C)CC=C)C)/C(=C/[C@H]1C[C@@H](OC)[C@H](O)CC1)/C)CCCC3,QJJXYPPXXYFBGM-LFZNUXCKSA-N,1.2,"Mancinelli LM, Frassetto L, Floren LC, Dressler D, Carrier S, Bekersky I, Benet LZ, and Christians U (2001) The pharmacokinetics and metabolic disposition of tacrolimus: a comparison across ethnic groups.  Clin. Pharmacol. Ther. 69: 24-31.  Iwasaki K, Miyazaki Y, Teramura Y, Kawamura A, Tozuka Z, Hata T, and Undre N (1996) Binding of tacrolimus (FK506) with human plasma proteins re-evaluation and effect of mycophenolic acid.  Res. Comm. Molec. Path. Pharmacol. 94: 251-257.",
578,Talinolol,57460-41-0,57460-41-0,O(c1ccc(NC(=O)NC2CCCCC2)cc1)CC(O)CNC(C)(C)C,MXFWWQICDIZSOA-UHFFFAOYSA-N,3.3,"Trausch B, Oertel R, Richter K, and Gramatte T (1995) Disposition and bioavailability of the beta1-adrenoreceptor antagonist talinolol in man.  Biopharm. Drug Dispos. 16: 403-414.  Trausch B, Oertel R, Richter K, and Gramatte T (1995) Die proteinbindung von talinolol.  Pharmazie   50: 72.",
579,Tamsulosin,106133-20-4,106133-20-4,CCOc1ccccc1OCCN[C@@H](Cc1ccc(c(c1)S(=O)(=O)N)OC)C,DRHKJLXJIQTDTD-OAHLLOKOSA-N,0.21,"van Hoogdalem E, Soeishi Y, Matsushima H, and Higuchi S (1997) Disposition of the selective alpha1A-adrenoceptor antagonist tamsulosin in humans: comparison with data from interspecies scaling.  J. Pharm. Sci.  86: 1156-1161.  Matsushima H, Kamimura H, Soeishi Y, Watanabe T, Higuchi S, and Tsunoo M (1998) Pharmacokinetics and plasma protein binding of tamsulosin hydrochloride in rats, dogs, and humans.  Drug Metab. Dispos. 26: 240-245.",
580,Tegaserod,145158-71-0,145158-71-0,N=C(N/N=C/c1c[nH]c2c1cc(OC)cc2)NCCCCC,IKBKZGMPCYNSLU-RGVLZGJSSA-N,5.3,"Appel-Dingemanse S, Lemarechal MO, Kumle A, Hubert M, and Legangneux E (1999) Integrated modelling of the clinical pharmacokinetics of SDZ HTF 919, a novel selective 5-HT4 receptor agonist, following oral and intravenous administration.  Br. J. Clin. Pharmacol.  47: 483-491.  Appel-Dingemanse S (2002) Clinical pharmacokinetics of tegaserod, a serotonin 5-HT4 receptor partial agonist with promotile activity.  Clin. Pharmacokinet. 41: 1021-1042.",
581,Teicoplanin A2-1,61036-64-4,61036-64-4,Clc1cc2C(OC3OC(C(O)C(O)C3NC(=O)C)CO)C3NC(=O)C(NC(=O)C4NC(=O)C5NC(=O)C(NC(=O)C(N)c6cc(Oc7cc5cc(O)c7C)c(O)cc6)C(O)c5cc(Cl)c(Oc6c(OC7OC(C(O)C(O)C7NC(=O)CC/C=C/CCCCC)CO)c(Oc1cc2)cc4c6)cc5)c1cc(c2c(C(NC3=O)C(=O)OC)cc(O)cc2OC2OC(C(O)C(O)C2O)CO)c(O)cc1,LCTCUBQFWLTHNS-MDZDMXLPSA-N,1.5,"Antony KK, Lewis EW, Kenny MT, Dulworth JK, Brackman MB, Kuzma R, Yuh L, Eller MG, and Thompson GA (1991) Pharmacokinetics and bioavailability of a new formulation of teicoplanin following intravenous and intramuscular administration to humans.  J. Pharm. Sci.  80:  605-607. Bonati M, Traina GL, Villa G, Salvadeo A, Gentile MG, Fellin G, Rosina R, Cavenaghi L, and Buniva G (1987) Teicoplanin pharmacokinetics in patients with chronic renal failure.  Clin. Pharmacokin. 12: 292-301.  Bernareggi A, Borgonovi M, Del Favero A, Rosina R, and Gavanaghi L (1991)  Teicoplanin binding in plasma following administration of increasing intravenous doses to healthy volunteers.  Eur. J. Drug Metab. Pharmacokinet. 256-260.",
582,Telavancin,372151-71-8,372151-71-8,CCCCCCCCCCNCCN[C@]1(C[C@@H](O[C@H]([C@H]1O)C)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3c4cc5cc3Oc6ccc(cc6Cl)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7c8ccc(c(c8)-c9c(cc(c(c9O)CNCP(=O)(O)O)O)[C@H](NC(=O)[C@H]([C@@H](c1ccc(c(c1)Cl)O4)O)NC7=O)C(=O)O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)CO)O)O)C,ONUMZHGUFYIKPM-MXNFEBESSA-N,0.11,"Sun HK, Duchin K, Nightingale CH, Shaw JP, Seroogy J, and Nicolau DP (2006) Tissue penetration of telavancin after intravenous administration in healthy subjects.  Antimicr. Agents Chemother. 50: 788-790.  Shaw JP, Seroogy J, Kaniga K, Higgins DL, Kitt M, and Barriere S (2005) Pharmacokinetics, serum inhibitory and bacteriocidal activity, and safety of telavancin in healthy subjects.  Anitmic. Agents Chemother. 49: 195-201.",
583,Telithromycin,191114-48-4,191114-48-4,O1[C@]2([C@H](N(C1=O)CCCCn1cc(nc1)c1cccnc1)[C@H](C(=O)[C@@H](C[C@@](OC)([C@H](O[C@@H]1O[C@@H](C[C@H](N(C)C)[C@H]1O)C)[C@H](C(=O)[C@H](C(=O)O[C@@H]2CC)C)C)C)C)C)C,LJVAJPDWBABPEJ-PNUFFHFMSA-N,3.0,"Perret C, Lenfant B, Weinling E, Wessels DH, Scholtz HE, Montay G, and Sultan E (2002) Pharmacokinetics and Absolute Oral Bioavailability of an 800-mg Oral Dose of Telithromycin in Healthy Young and Elderly Volunteers.  Chemotherapy 48: 217-223.  Yamazaki H, Lamy S, Ducelier C, Bonnat C, and Lenfant B (2003) Study of binding of telithromycin to human serum proteins. Nippon Kagaku Ryoho Gakkai Zasshi  51: 206-209. ",
584,Telmisartan,144701-48-4,144701-48-4,O=C(c1ccccc1c1ccc(Cn2c3cc(c4nc5ccccc5n4C)cc(C)c3nc2CCC)cc1)O,RMMXLENWKUUMAY-UHFFFAOYSA-N,5.3,"Stangier J, Schmid J, Turck D, Switek H, Verhagen A, Peeters PAM, van Marle SP, Tamminga WJ, Sollie FAE, and Jonkman JHG (2000) Absorption, metabolism, and excretion of intravenously and orally administered [14C]telmisartan in healthy volunteers.  J. Clin. Pharmacol. 40: 1312-1322.",
585,Temozolomide,85622-93-1,85622-93-1,O=c1n(C)nnc2n1cnc2C(=O)N,BPEGJWRSRHCHSN-UHFFFAOYSA-N,0.50,"Marzolini C, Decosterd LA, Shen F, Gander M, Leyvraz S, Bauer J, Buclin T, Biollaz J, and Lejeune F (1998)  Pharmacokinetics of temozolamide in association with fitemustine in malignant melanoma and malignant glioma patients: comparison of oral, intravenous, and hepatic intra-arterial administration.  Canc. Chemother. Pharmacol.  42: 433-440. ",VDss calculated from digitized C vs t plot provided in the report. 
586,Temsirolimus,162635-04-3,162635-04-3,O1[C@@]2(O)C(=O)C(=O)N3[C@H](C(=O)O[C@H]([C@@H](C[C@H]4C[C@@H](OC)[C@H](OC(=O)C(CO)(CO)C)CC4)C)CC(=O)[C@@H](/C=C(/[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](/C=C/C=C/C=C(/[C@@H](OC)C[C@@H]1CC[C@H]2C)\C)C)C)\C)C)CCCC3,CBPNZQVSJQDFBE-FUXHJELOSA-N,3.0,"Raymond E, Alexandre J, Faivre S, Vera K, Materman E, Boni J, Leister C, Korth-Bradley J, Hanauske A, and Armand JP (2004) Safety and pharmacokinetics of escalated doses of weekly intravenous infusion of CCI-779, a novel mTOR inhibitor, in patients with cancer.  J. Clin. Oncol. 12: 2336-2347.",
587,Teniposide,29767-20-2,29767-20-2,c1c2c(cc3c1[C@H]([C@@H]1[C@@H]([C@@H]3O[C@H]3[C@@H]([C@@H](O)[C@H]4[C@H](O3)COC(O4)c3sccc3)O)COC1=O)c1cc(c(c(c1)OC)O)OC)OCO2,NRUKOCRGYNPUPR-PSZSYXFXSA-N,0.41,"Holthuis JJM, de Vries LGE, Postmus PE, van Oort WWJ, Verleun H, Hulshoff A, Sleijfer DT, and Mulder NH (1987) Pharmacokinetics of high-dose teniposide. Canc. Treatm. Rep. 71: 599-603.  Petros WP, Rodman JH, Relling MV, Christensen M, Pui CH, Rivera GK, and Evans WE (1992) Variability in teniposide plasma protein binding is correlated with serum albumin concentrations.  Pharmacother. 12: 273-277.",
588,Tenofovir,147127-20-6,147127-20-6,Nc1ncnc2c1ncn2C[C@H](OCP(=O)(O)O)C,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,0.83,"Deeks SG, Barditch-Crovo P, Lietman PS, Hwang F, Cundy KC, Rooney JF, Hellman NS, Safrin S, and Kahn JO (1998) Safety, pharmacokinetics, and antiretroviral activity of intravenous 9-[2-(R)-(phosphonomethoxy)propyl]adenine, a novel anti-human immunodeficiency virus (HIV) therapy, in HIV-infected adults.  Antimic. Agents Chemother. 42: 2380-2384.  Fung HB, Stone EA, and Piacenti FJ (2002) Tenofovir disoproxil fumarate: a nucleotide reverse transcriptase inhibitor for the treatment of HIV infection.  Clin. Ther. 24: 1515-1548",Averaged data from two dose levels.
589,Tenoxicam,59804-37-4,59804-37-4,S1(=O)(=O)N(C(C(=O)c2sccc12)C(=O)Nc1ncccc1)C,OTGJPAOGHQFBMI-UHFFFAOYSA-N,0.19,"Heintz RC, Guentert TW, Enrico JF, Dubach UC, Brandt R, and Jeunet FS (1984) Pharmacokinetics of tenoxicam in healthy human volunteers. Eur. J. Rheum. Inflam. 7: 33-44.  Nilsen OG, Aasarod K, Wideroe TE, and Guentert TW (2001) Single- and multiple-dose pharmacokinetics, kidney tolerability and plasma protein binding of tenoxicam in renally impaired patients and healthy volunteers.  Pharmacol. Toxicol. 89: 265-272.","VDss calculated from reported micro rate constants in Heintz, et al.."
590,Terazosin,63590-64-7,63590-64-7,n1c(nc2c(c1N)cc(c(c2)OC)OC)N1CCN(CC1)C(=O)C1CCCO1.O.[Cl-].O,NZMOFYDMGFQZLS-UHFFFAOYSA-M,0.98,Patterson SE (1985) Terazosin kinetics after oral and intravenous doses.  Clin. Pharmacol. Ther. 38: 423-427.  Sonders RC (1986) Pharmacokinetics of terazosin.  Am. J. Med. 80: 20-24.,VDss calculated from reported micro rate constants.
