MoKa.LogD7.4,"fraction unbound 
in plasma (fu)",moka_ionState7.4,std_smiles,std_relation,human VDss (L/kg),inchi_key
2.2,0.06,cationic,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,=,13.0,MREBEPTUUMTTIA-PCLIKHOPSA-N
-4.2,,anionic,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(N)n3CCO)CS[C@H]12)c1csc(N)n1,=,0.3,BHXLLRXDAYEMPP-AKZFGVKSSA-N
3.4,,cationic,C/C=C1\NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](CCCN)NC(=O)[C@H]2CCCN2C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CC[C@@H](C)CC)C(C)C)[C@@H](C)O)C(C)C)C(C)C)[C@@H](C)CC)[C@@H](C)OC(=O)[C@H](C(C)C)NC1=O,=,5.55,ZNVCPJPCKSJWDH-UCTDCHLSSA-N
0.94,0.24,cationic,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,=,,PMXMIIMHBWHSKN-UHFFFAOYSA-N
-6.0,0.33,anionic,C#CC[C@H](Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,=,0.53,OGSBUKJUDHAQEA-ZBFHGGJFSA-N
,,,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,=,0.21,WHGYBXFWUBPSRW-FOUAGVGXSA-N
0.22,,neutral,O=NNc1cnccn1,=,0.31,AUWFXUHWMBMPTI-UHFFFAOYSA-N
0.56,0.031,anionic,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,=,0.16,MAEIEVLCKWDQJH-UHFFFAOYSA-N
-0.4,0.62,cationic,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,=,2.8,MFFMDFFZMYYVKS-SECBINFHSA-N
2.1,0.41,neutral,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,=,1.9,HPJKCIUCZWXJDR-UHFFFAOYSA-N
1.5,,cationic,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,=,5.0,HHJUWIANJFBDHT-KOTLKJBCSA-N
1.9,0.6,cationic,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,=,1.3,XSVMFMHYUFZWBK-NSHDSACASA-N
-0.34,0.9,cationic,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,=,1.5,BLJRIMJGRPQVNF-JTQLQIEISA-N
2.6,0.03,neutral,CCNC(=O)[C@H]1C[C@@H](n2ccc3c(N[C@H](CC)Cc4sccc4Cl)ncnc32)[C@H](O)[C@@H]1O,=,0.84,CKQOOYMMAAPDKH-QODLLSGVSA-N
-8.4,,cationic,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,=,0.3,NFLWUMRGJYTJIN-PNIOQBSNSA-N
5.4,,neutral,COc1cc(C(=O)C(=O)N2CCCC[C@H]2C(=O)OC(CCCc2cccnc2)CCCc2cccnc2)cc(OC)c1OC,=,1.34,CGVWPQOFHSAKRR-NDEPHWFRSA-N
-2.1,0.39,zwitterionic,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,=,0.23,BOEGTKLJZSQCCD-UEKVPHQBSA-N
-0.36,0.04,anionic,COC[C@@H]1O[C@H](O[C@H]2OC[C@H]3O[C@@]4(OC[C@H](OC(=O)c5c(C)cc(O)cc5O)[C@@H]5OCOC54)O[C@@H]3[C@H]2O)[C@@H](OC)[C@H](O)[C@H]1O[C@@H]1O[C@H](C)[C@H](OC)[C@H](O[C@H]2O[C@H](C)[C@@H]3O[C@]4(C[C@@H](O)[C@H](O[C@@H]5C[C@H](O[C@H]6C[C@@](C)([N+](=O)[O-])[C@@H](OC)[C@@H](C)O6)[C@@H](OC(=O)c6c(C)c(Cl)c(O)c(Cl)c6OC)[C@H](C)O5)[C@@H](C)O4)O[C@]3(C)[C@H]2O)[C@H]1O,=,0.39,UPADRKHAIMTUCC-BKNYCYOBSA-N
0.66,,cationic,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,=,3.1,STECJAGHUSJQJN-FWXGHANASA-N
1.2,,anionic,CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3,=,1.0,NXFFJDQHYLNEJK-CYBMUJFWSA-N
-3.6,,cationic,NCCCNc1ccc2c(CNCCO)nn3c4c(O)ccc(O)c4c(=O)c1c23,=,12.0,IQCIQDNWBGEGRL-UHFFFAOYSA-N
2.7,,neutral,C/C=C/c1cc(OC)c(OC)cc1OC,=,1.0,RKFAZBXYICVSKP-AATRIKPKSA-N
0.19,0.89,neutral,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,=,0.75,RFHAOTPXVQNOHP-UHFFFAOYSA-N
-8.4,1.0,anionic,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,=,0.49,VWFCHDSQECPREK-LURJTMIESA-N
-9.0,,anionic,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H]4CCCN4C(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](CO)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@H](CCSC)NC(=O)[C@H](C)NC(=O)[C@@H](N)CCC(=O)O)CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@H](C)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC3=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N2)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,=,0.18,VBGWSQKGUZHFPS-VGMMZINCSA-N
1.8,,anionic,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,=,0.25,BTXNYTINYBABQR-UHFFFAOYSA-N
-1.9,0.76,zwitterionic,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,=,1.7,WTDRDQBEARUVNC-LURJTMIESA-N
2.1,0.3,cationic,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,=,1.8,LOUPRKONTZGTKE-WZBLMQSHSA-N
-0.41,0.75,cationic,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,=,1.5,XWTYSIMOBUGWOL-UHFFFAOYSA-N
-1.4,0.87,neutral,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,=,2.6,JVLBPIPGETUEET-GAAHOAFPSA-O
-6.9,,cationic,CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,=,0.15,DNYGXMICFMACRA-KTKITPFVSA-N
-0.32,,anionic,CN(C)N=Nc1ccc(C(=O)O)cc1,=,0.25,GUAZPUYTLMUTMA-UHFFFAOYSA-N
0.21,0.013,neutral,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3N(C)C)C3COC(=O)C23)OCO4)cc(OC)c1O,=,0.3,ZKSNZYLCOXUJIR-UHFFFAOYSA-N
0.18,0.13,anionic,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,=,0.22,GPXLMGHLHQJAGZ-JTDSTZFVSA-N
0.064,0.88,cationic,COCCc1ccc(OCC(O)CNC(C)C)cc1,=,3.1,IUBSYMUCCVWXPE-UHFFFAOYSA-N
3.2,0.016,neutral,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,=,1.1,UIAGMCDKSXEBJQ-UHFFFAOYSA-N
-0.98,0.17,anionic,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,=,0.57,NXFQHRVNIOXGAQ-YCRREMRBSA-N
-4.4,0.1,anionic,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,=,0.23,DKJJVAGXPKPDRL-UHFFFAOYSA-N
-4.2,,anionic,O=S(=O)(O)CCS,=,0.65,ZNEWHQLOPFWXOF-UHFFFAOYSA-N
3.6,0.2,cationic,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,=,0.98,KBAFPSLPKGSANY-UHFFFAOYSA-N
2.6,0.002,cationic,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,=,17.3,KKGQTZUTZRNORY-UHFFFAOYSA-N
-1.9,,neutral,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,=,1.0,RXRGZNYSEHTMHC-BQBZGAKWSA-N
1.4,0.043,anionic,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,=,0.87,QLJODMDSTUBWDW-BXMDZJJMSA-N
1.6,0.0004,anionic,CN(C)C(=O)CCS[C@H](SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,=,0.11,AXUZQJFHDNNPFG-LHAVAQOQSA-N
-2.5,0.5,anionic,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,=,0.27,IVBHGBMCVLDMKU-GXNBUGAJSA-N
-0.68,,neutral,O=C(Cn1ccnc1[N+](=O)[O-])NCC(O)C(F)(F)F,=,0.69,BTLNRJMECFTISR-UHFFFAOYSA-N
3.5,,cationic,O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2ccccc2O1,=,0.21,YGYBFMRFXNDIPO-QGZVFWFLSA-N
-0.24,0.65,neutral,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,=,1.0,SGXXNSQHWDMGGP-IZZDOVSWSA-N
2.1,0.08,cationic,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,=,5.1,UISARWKNNNHPGI-UHFFFAOYSA-N
-8.5,1.0,cationic,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,=,0.23,NLVFBUXFDBBNBW-PBSUHMDJSA-N
4.2,,cationic,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,=,13.7,WSPOMRSOLSGNFJ-AUWJEWJLSA-N
-0.33,,neutral,CN1C(=O)CC[C@H]1c1cccnc1,=,1.1,UIKROCXWUNQSPJ-VIFPVBQESA-N
0.24,,neutral,Cc1cc(-n2cccc2)c(S(C)(=O)=O)cc1C(=O)NC(=N)N,=,1.1,UADMBZFZZOBWBB-UHFFFAOYSA-N
3.3,0.07,cationic,CN(C)CCC=C1c2ccccc2CCc2ccccc21,=,8.7,KRMDCWKBEZIMAB-UHFFFAOYSA-N
-2.2,0.25,cationic,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,=,45.0,AOJJSUZBOXZQNB-VTZDEGQISA-N
0.81,0.4,cationic,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,=,4.8,NWIUTZDMDHAVTP-UHFFFAOYSA-N
3.9,,cationic,CN1C2CCC1CC(=C1c3ccccc3CSc3ccccc31)C2,=,11.85,JOQKFRLFXDPXHX-UHFFFAOYSA-N
2.6,0.1,neutral,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,=,0.58,JOFWLTCLBGQGBO-UHFFFAOYSA-N
0.22,,anionic,CCC#CC[C@H](C)[C@H](O)C#C[C@H]1[C@H]2CC(=CCOCCCC(=O)O)C[C@H]2C[C@H]1O,=,2.4,MAUUNYHAXGTMMQ-CMMFHVHCSA-N
2.6,0.05,cationic,CN(C)CCO[C@]1(c2ccccc2)C[C@H]2CC[C@]1(C)C2(C)C,=,7.7,QOBGWWQAMAPULA-RLLQIKCJSA-N
-1.9,,neutral,Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1,=,1.18,RYMCFYKJDVMSIR-RNFRBKRXSA-N
1.1,0.005,anionic,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,=,0.22,DCOPUUMXTXDBNB-UHFFFAOYSA-N
-0.36,,neutral,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,=,1.03,HWXIGFIVGWUZAO-UHFFFAOYSA-N
-0.75,,neutral,COc1cc(N)cn[n+]1-c1ccccc1,=,4.0,VXROHTDSRBRJLN-UHFFFAOYSA-O
-4.4,,anionic,C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C\C=C/C=C/CO)OP(=O)(O)O,=,0.086,ZMQRJWIYMXZORG-DSWNLJKISA-N
-1.6,,cationic,CC(N)CCCC(C)(C)O,=,2.14,LREQLEBVOXIEOM-UHFFFAOYSA-N
3.5,,cationic,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,=,5.1,GCIKSSRWRFVXBI-UHFFFAOYSA-N
-7.5,,anionic,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/OCC(=O)O)c3cc[nH]n3)[C@H]2SC1,=,0.22,AXCIEQAUBGQHIM-MSNGUEQFSA-N
5.4,0.26,neutral,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](n3cnnn3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,=,1.3,CGTADGCBEXYWNE-JUKNQOCSSA-N
-0.12,,neutral,Cn1cc[nH]c1=S,=,0.86,PMRYVIKBURPHAH-UHFFFAOYSA-N
-3.2,0.16,anionic,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,=,0.76,ODAIHABQVKJNIY-PEDHHIEDSA-N
-3.4,,neutral,CC(C)(C)C1(O)CC2OC(=O)CC23C(=O)OC2OC(=O)C(O)C231,=,2.5,MOLPUWBMSBJXER-UHFFFAOYSA-N
-3.6,0.45,anionic,C[C@H](S)C(=O)NCC(=O)O,=,1.39,YTGJWQPHMWSCST-VKHMYHEASA-N
1.5,0.038,cationic,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,=,2.2,JWHAUXFOSRPERK-UHFFFAOYSA-N
0.91,1.0,neutral,CCCC(C)(COC(N)=O)COC(N)=O,=,0.7,NPPQSCRMBWNHMW-UHFFFAOYSA-N
4.6,0.013,neutral,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,=,3.8,RAGOYPUPXAKGKH-IGDKMDNBSA-N
6.7,,neutral,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,=,16.98,VBGLYOIFKLUMQG-UHFFFAOYSA-N
1.3,,zwitterionic,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,=,43.2,KMSKQZKKOZQFFG-KJFNGPPPSA-N
7.8,0.001,neutral,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,=,2.32,PIDFDZJZLOTZTM-KHVQSSSXSA-N
4.0,0.02,neutral,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,=,2.87,GCKFUYQCUCGESZ-BPIQYHPVSA-N
0.85,,cationic,Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,=,2.65,NTHPAPBPFQJABD-LLVKDONJSA-N
0.6,0.82,neutral,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C\CNC(=O)/C=C/[C@@H](C)[C@H](C(C)C)OC(=O)[C@@H]12,=,0.39,SUYRLXYYZQTJHF-FENKCRFESA-N
,0.84,,O=C([O-])C[O-],=,0.67,QLDKTTIRBHACAR-UHFFFAOYSA-M
0.15,0.46,cationic,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1O[C@H](C)C(C)=O,=,1.5,ZYOJXUNLLOBURP-GFCCVEGCSA-N
-0.27,0.73,zwitterionic,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,=,1.6,XBJBPGROQZJDOJ-UHFFFAOYSA-N
3.1,0.05,cationic,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,=,23.0,VSWBSWWIRNCQIJ-HUUCEWRRSA-N
2.1,0.037000000000000005,neutral,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,=,0.22,YREYEVIYCVEVJK-UHFFFAOYSA-N
3.9,0.01,neutral,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,=,0.23,BPQMGSKTAYIVFO-UHFFFAOYSA-N
-0.55,,cationic,CC(C)NC[C@H](O)COc1ccc(O)cc1,=,4.28,ADUKCCWBEDSMEB-NSHDSACASA-N
3.3,0.02,cationic,O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,=,11.0,KOHIRBRYDXPAMZ-YHDSQAASSA-N
1.6,0.52,cationic,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,=,6.1,DJBNUMBKLMJRSA-UHFFFAOYSA-N
4.0,,cationic,CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,=,2.28,LPAUOXUZGSBGDU-STDDISTJSA-N
-8.5,0.6,neutral,CC(C)(C)/[N+]([O-])=C/c1ccc(S(=O)(=O)[O-])cc1S(=O)(=O)[O-],=,0.18,OVTCHWSLKGENKP-GHXNOFRVSA-L
-0.11,0.0079,anionic,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,=,0.42,FJLGEFLZQAZZCD-JUFISIKESA-N
3.1,0.017,neutral,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,=,1.1,DDLIGBOFAVUZHB-UHFFFAOYSA-N
1.2,,neutral,CCCCCCCCC/C=C/C=C/C(=O)NCC(=O)N[C@H]1[C@H]([C@@H](O)CO)O[C@H](Nc2[nH]cnc3ncnc2-3)[C@H](O)[C@@H]1O,=,0.17,LQIPDFIUPOYMPR-BKYURJJWSA-N
2.8,0.16,cationic,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,=,0.89,PJMPHNIQZUBGLI-UHFFFAOYSA-N
0.72,0.1,cationic,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(NC(=O)[C@H]2CC(=O)NC(=O)N2)cc1)C(=O)N[C@H](Cc1ccc(NC(N)=O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@H](C)C(N)=O,=,0.74,MEUCPCLKGZSHTA-VNFLKSSCSA-N
0.75,0.17,cationic,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,=,1.32,KPVIXBKIJXZQJX-FCEONZPQSA-N
0.37,0.64,cationic,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,=,4.4,IOVGROKTTNBUGK-SJKOYZFVSA-N
-9.0,,cationic,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](N)CC(=O)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)NCC(=O)O)[C@H](C)O)[C@H](C)O,=,0.22,HRMVIAFZYCCHGF-BMCUWHFPSA-N
-2.0,,neutral,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,=,0.91,IDYKCXHJJGMAEV-RRKCRQDMSA-N
0.47,0.86,cationic,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,=,4.3,WVLOADHCBXTIJK-YNHQPCIGSA-N
5.0,0.14,neutral,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1,=,,LYPFDBRUNKHDGX-UHFFFAOYSA-N
-2.2,1.0,neutral,COC[C@@H](O)CN(C(C)=O)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,=,0.2,IUNJANQVIJDFTQ-SRVKXCTJSA-N
1.4,0.6,neutral,C[C@@H](N/C(=N\c1ccncc1)NC#N)C(C)(C)C,=,1.1,IVVNZDGDKPTYHK-SNVBAGLBSA-N
2.5,0.0038,anionic,COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,=,10.0,ULYONBAOIMCNEH-HNNXBMFYSA-N
-6.6,,neutral,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1F,=,0.33,YHWGRVDTEORPPJ-WENHOLORSA-N
6.4,0.0016,neutral,C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O,=,0.41,BPKAHTKRCLCHEA-UBFJEZKGSA-N
3.7,0.003,neutral,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],=,5.5,VKQFCGNPDRICFG-UHFFFAOYSA-N
5.5,,neutral,CNC(=O)C(c1ccccc1)N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(C(F)(F)F)cc1,=,9.75,DKMACHNQISHMDN-BXXZMZEQSA-N
1.7,,neutral,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C[C@@H]1C,=,21.98,RCSLUNOLLUVOOG-NSHDSACASA-N
7.7,,neutral,CCN(CC)c1ccc2cc(C(=O)Nc3ccc4[nH]c(C(=O)N5C[C@@H](CCl)c6c5cc(OC(=O)Nc5ccccc5)c5[nH]cc(C)c65)cc4c3)oc2c1,=,0.09,BBZDXMBRAFTCAA-AREMUKBSSA-N
1.9,0.015,cationic,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,=,0.67,HXLAFSUPPDYFEO-UHFFFAOYSA-N
